Identifier,Name
2034494,QWEST COMMUNICATIONS INTERNATI
2037062,HELIX ENERGY SOLUTIONS GROUP I
2041364,VALERO ENERGY CORP COMMON STOC
2043694,APOLLO EDUCATION GROUP INC
2043962,APACHE CORP COMMON STOCK EUR 0
2086138,BEAR STEARNS COMPANIES INC
2090601,BELLSOUTH CORP
2093644,W R BERKLEY CORP COMMON STOCK
2099073,BIOSITE DIAGNOSTICS
2100920,FIRSTENERGY CORP COMMON STOCK
2124533,TECK RESOURCES LTD COMMON STOC
2160753,CSX CORP COMMON STOCK USD 1
2173911,RADIAN GROUP INC COMMON STOCK
2185198,CERADYNE INC
2191399,EAGLE MATERIALS INC COMMON STO
2195722,CHUBB CORP/THE
2204866,CNA FINANCIAL CORP COMMON STOC
2205041,COLONIAL BANCGROUP
2210863,COMPANIA ANONIMA NACONAL TELEF
2226064,THE DIRECTV GROUP INC
2236911,XTO ENERGY INC
2240202,CUMMINS INC COMMON STOCK USD 2
2259468,KING PHARMACEUTICALS INC
2262314,MORGAN STANLEY COMMON STOCK US
2269768,DILLARD'S INC COMMON STOCK USD
2273446,ENCORE WIRE CORP COMMON STOCK
2278407,DOVER CORP COMMON STOCK USD 1
2289874,DARDEN RESTAURANTS INC COMMON
2331430,ASSURANT INC COMMON STOCK USD
2343468,FLORIDA ROCK INDS
2350684,FRANKLIN RESOURCES INC COMMON
2352118,FREEPORT-MCMORAN INC COMMON ST
2356392,CORELOGIC INC
2365161,GENERAL DYNAMICS CORP COMMON S
2369174,GILEAD SCIENCES INC COMMON STO
2381134,TELUS CORPORATION-NON VOTE
2429090,REYNOLDS AMERICAN INC COMMON S
2445416,JB HUNT TRANSPORT SERVICES INC
2455965,BIOGEN INC COMMON STOCK USD 0.
2458113,IMCLONE SYS INC
2476193,HARTFORD FINANCIAL SERVICES GR
2511908,LEXMARK INTERNATIONAL INC COMM
2516378,LINCOLN NATIONAL CORP COMMON S
2519861,LIZ CLAIBORNE
2573209,METLIFE INC COMMON STOCK USD 0
2600260,VISTEON CORP
2640147,NIKE INC COMMON STOCK USD 0
2646015,COACH INC
2651086,NUCOR CORP COMMON STOCK USD 0.
2665861,PACCAR INC COMMON STOCK USD 1
2671501,PARKER-HANNIFIN CORP COMMON ST
2671932,PARTNERRE LTD
2672537,PATTERSON-UTI ENERGY INC COMMO
2685007,PHELPS DODGE CORP
2702337,T ROWE PRICE GROUP INC COMMON
2729068,RELIANCE STEEL & ALUMINUM CO C
2752503,ROTHMANS INC
2754383,ROYAL BANK OF CANADA COMMON ST
2766805,SAFECO CORP
2769503,TRAVELERS COS INC/THE COMMON S
2795393,AMERISOURCEBERGEN CORP COMMON
2801126,UNITED ONLINE INC
2804211,SHERWIN-WILLIAMS CO/THE COMMON
2807276,SIERRA HEALTH SERVICES INC
2831811,AT&T INC COMMON STOCK USD 1
2842965,LOEWS CORPORATION - CAROLINA G
2849472,STEEL DYNAMICS INC COMMON STOC
2855468,CHIQUITA BRANDS INTERNATIONAL
2859868,SUNOCO INC
2860990,SUNTRUST BANKS INC COMMON STOC
2867634,SWIFT TRANSPORTATION
2869629,MARVEL ENTERTAINMENT INC
2885409,TEXAS INSTRUMENTS INC COMMON S
2889876,THOR INDUSTRIES INC COMMON STO
2892807,TIMKEN CO/THE COMMON STOCK USD
2910970,MARATHON OIL CORP COMMON STOCK
2914734,UNION PACIFIC CORP COMMON STOC
2965389,KOMAG INCORPORATED
2989527,ZENITH NATIONAL INSURANCE CORP
3426454,PAYSAFE GROUP LTD
4155508,JM AB
4570004,MARZOTTO & FIGLI
4741844,MERCK KGAA COMMON STOCK EUR 0
4916039,AIR FRANCE-KLM COMMON STOCK EU
4926447,VALLOUREC(USIN A T)
5064722,PUMA SE COMMON STOCK EUR 0
5107401,BEIERSDORF AG COMMON STOCK EUR
5287488,DEUTSCHE LUFTHANSA AG COMMON S
5380031,NORDEA BANK ABP COMMON STOCK S
5465358,SALZGITTER AG COMMON STOCK EUR
5563520,MAN SE COMMON STOCK EUR 0
5636927,THYSSENKRUPP AG COMMON STOCK E
5733130,I.F.I.L. (ISTIT FIN ITAL LANIE
5750355,DEUTSCHE BANK AG COMMON STOCK
5966516,SOCIETE GENERALE SA COMMON STO
6002453,ASM PACIFIC TECHNOLOGY LTD COM
6015644,ANGANG STEEL CO LTD COMMON STO
6086242,DIGI.COM BHD COMMON STOCK MYR
6152529,CONTACT ENERGY LTD COMMON STOC
6183552,CENTRAL JAPAN RAILWAY CO COMMO
6268976,MITSUBISHI HC CAPITAL INC COMM
6278566,DONGFANG ELECTRIC CORP LTD COM
6287841,CHUNGHWA TELECOM CO LTD COMMON
6341606,FLETCHER BUILDING LTD COMMON S
6431897,SUMITOMO MITSUI TRUST HOLDINGS
6505316,KT CORP COMMON STOCK KRW 5000
6530523,MAXIS COMMUNICATIONS BERHAD
6539393,CHI MEI OPTOELECTRICS CORP
6693233,POSCO COMMON STOCK KRW 5000
6889106,TAIWAN SEMICONDUCTOR MANUFACTU
6900308,MAZDA MOTOR CORP COMMON STOCK
6904612,TENAGA NASIONAL BHD COMMON STO
6916781,UNITED OVERSEAS BANK LTD COMMO
6928560,VTECH HOLDINGS LTD COMMON STOC
7262610,CREDIT AGRICOLE SA COMMON STOC
7378261,BANCO POPOLARE DI
7437805,SWISS LIFE HOLDING AG COMMON S
B00G568 ,SOLOMON SYSTECH INTERNATIONAL
B00KFS2 ,JACKSON HEWITT TAX SERVICE
B01FLQ6 ,ACS ACTIVIDADES DE CONSTRUCCIO
B0386J1 ,JYSKE BANK A/S COMMON STOCK DK
B03MN70 ,AKBANK TAS COMMON STOCK TRY 1
B03MPL8 ,AYGAZ AS COMMON STOCK TRY 1
B03MRG7 ,DOGAN SIRKETLER GRUBU HOLDING
B03MWY0 ,PETKIM PETROKIMYA HOLDING AS C
B03PGR0 ,CHINA NETCOM GRP CORP HK LTD
B06T0P5 ,FREIGHTCAR AMERICA INC COMMON
B0BKSS2 ,VIENNA INSURANCE GROUP AG WIEN
B0PBS81 ,INTERCONTINENTALEXCHANGE INC
B0QPV94 ,LINDEX AB
B0TM8H9 ,SPANSION INC.
B142FZ8 ,JM AB COMMON STOCK SEK 1
B15C557 ,TOTALENERGIES SE COMMON STOCK
523756U ,PERPETUALS ETHICAL SRI FUND
5140989,GAZPROM PJSC-SPON ADR
6171900,HOUSING DEVELOPMENT FINANCE CO
604316,WM MORRISON SUPERMARKETS LTD C
903994,REACH PLC COMMON STOCK GBP 10
2118707,FRESH DEL MONTE PRODUCE INC CO
2173665,FAIRFAX FINANCIAL HOLDINGS LTD
2222608,COOPER TIRE & RUBBER CO COMMON
2253006,DANA CORP
2262659,CELESTICA INC COMMON STOCK CAD
2276315,DOMTAR INC
2292559,EMBRATEL PARTICIPACOES - PREF
2296926,FIRST BANCORP/PUERTO RICO COMM
2297930,TELE NORTE LESTE PARTICIPACOES
2297941,BRASIL TELECOM PARTICIPACOES S
2297974,VIVO PARTICIPACOES SA
2300601,EASTMAN KODAK CO
2378200,GOODYEAR TIRE & RUBBER CO/THE
2380175,GATEWAY 2000 INC
2382416,AMERICAN AXLE & MANUFACTURING
2385998,DELPHI CORPORATION
2448181,IPC HOLDINGS LTD
2485111,CHEMTURA CORPORATION
2487612,KEMET CORP COMMON STOCK EUR 0.
2499543,ARGO GROUP INTERNATIONAL HOLDI
2509754,LEAR CORP
2527110,W HOLDING CO INC
2557139,UTSTARCOM INC
2608349,MERITOR INC COMMON STOCK USD 1
2626879,TENET HEALTHCARE CORP
2688266,PIER 1 IMPORTS INC COMMON STOC
2688556,PILGRIMS PRIDE
2713094,QUEBECOR WORLD INC
2719315,ROYAL GP  TECHNOLOGIES
2767165,SAFEWAY INC COMMON STOCK 0.01
2780366,SANMINA-SCI CORP
2820563,SOLECTRON CORP
2863610,SUPERVALU INC
2878829,TELECOM ARGENTINA SA ADR USD 1
2890005,3 COM CORP
2931595,UNISYS CORP COMMON STOCK USD 0
2960384,WHIRLPOOL CORP COMMON STOCK US
2972602,WINN DIXIE STORES INC
3157572,HMV GROUP PLC
4577469,MAGYAR TELEKOM TELECOMMUNICATI
4937579,VALEO COMMON STOCK EUR 1
5252602,KONINKLIJKE AHOLD DELHAIZE NV
6346913,LG CHEM LTD COMMON STOCK KRW 5
6346924,LG CHEM LTD PREFERENCE KRW 500
6426042,HIGO BANK LTD/THE COMMON STOCK
6535443,LOTTE CHILSUNG BEVERAGE CO LTD
6644060,NIPPON TELEVISION HOLDINGS INC
6772853,SAN-IN GODO BANK LTD/THE COMMO
6783907,SANYO SHINPAN FINANCE
6881436,SPARK NEW ZEALAND LTD COMMON S
6936574,WALSIN LIHWA CORP COMMON STOCK
6985219,YAMAGUCHI BANK
7113990,CLARIANT AG COMMON STOCK CHF 3
B00ML91 ,PROTON HOLDINGS BHD
B0FWGP7 ,CONTAX PARTICIPACOES SA
Q664406 ,NIPPON TV NETWORK (UNREGISTERE
2295945,EL PASO CORPORATION
2312736,ELEC DATA SYSTEMS
2336747,FIFTH THIRD BANCORP COMMON STO
2360304,GANNETT CO INC
2365804,GENERAL MOTORS CORP
2419875,KT CORP ADR USD
2497406,KROGER CO/THE COMMON STOCK USD
2523022,LOEWS CORP COMMON STOCK USD 0.
2578312,MERCK & CO INC
2588184,MICRON TECHNOLOGY INC COMMON S
2615468,FORD MOTOR CO COMMON STOCK USD
2684703,PFIZER INC COMMON STOCK USD 0.
5458314,AKZO NOBEL NV COMMON STOCK EUR
5817186,PHAROL SGPS SA COMMON STOCK EU
5842359,DEUTSCHE TELEKOM AG COMMON STO
5927375,AEGON NV COMMON STOCK EUR 0.12
5962332,STMICROELECTRONICS NV COMMON S
5983816,ZURICH INSURANCE GROUP AG COMM
7634394,TELECOM ITALIA SPA/MILANO COMM
B0J7D91 ,DAIICHI SANKYO CO LTD COMMON S
B10RZP7 ,UNILEVER PLC COMMON STOCK GBP
6425834,HIGHLANDS PACIFIC LTD COMMON S
B01WT63 ,DUET GROUP STAPLED SECURITY US
521757U ,ARSX TOP 100
086423B ,LOY YANG POWER PROJ I/L
087938U ,THE SUPER LOANS TRUST
402363S ,IFM ALTERNATIVE FIXED INCOME F
528229U ,PIMCO GLOBAL REAL RETURN
518372U ,UBS AUSTRALIAN SHARE FUND
529838U ,SSGA AUSTRALIA ALPHA EDGE TRUS
538941U ,PERPETUAL'S QI LONG SHORT FUND
543366U ,CHALLENGER WHOLESALE AUSTRALIA
616992U ,BGI EQUITISED LONG
400416U ,ABERDEEN GLOBAL INVESTMENT GRA
400417U ,CREDIT SUISSE ASSET M'MENT US
406868U ,IFBT JOINT VENTURE TRUST
515137U ,MACQUARIE ENHANCED AUSTRALIAN
519263U ,AMP DIRECT PROPERTY FUND
519269U ,CONCORD CAPITAL AUSTRALIA SHAR
519270U ,ABERDEEN STANDARD AUSTRALIAN F
519274U ,LAZARD GLOBAL OPS FUND CLASS A
519886U ,GMO MULTI STRATEGY TRUST
522129U ,AMP CAPITAL DIVERSIFIED INFRAS
522941U ,IFM AUSTRALIAN SOCIAL INFRASTR
529282U ,BRIDGEWATER ALL WEATHER (AUS)
529640U ,SUPER LOANS TRUST
531121U ,PERENNIAL CASH ENHANCED TRUST
531154U ,BLACKROCK TOTAL RETURN MULTI O
545535U ,MACQUARIE AUSTRALIAN LONG SHOR
546023U ,GMO AUSTRALIAN EQUITY TRUST
546024U ,MFS FULLY HEDGED GLOBAL EQUITY
546025U ,CSAM INFLATION LINKED BOND FUN
546026U ,SSGA AUSTRALIAN LONG/SHORT EQU
546027U ,ALLLIANCEBERNSTEIN GLOBAL STYL
546028U ,LAZARD GLOBAL OPPORTUNITIES FU
546029U ,LAZARD GLOBAL OPPORTUNITIES FU
546110U ,MACQUARIE AUSTRALIAN ENHANCED
546111U ,CSAM INTERNATIONAL FIXED INTER
546112U ,LEGG MASON EMERGING MARKET TRU
546117U ,BRIDGEWATER PURE ALPHA FUND (A
546362U ,BIAM AUSTRALIA INTERNATIONAL E
529943U ,ORBIS INSTITUTIONAL GLOBAL EQU
543365U ,PLATINUM INTERNATIONAL FUNDS -
515269U ,FRM DIVERSIFIED AUS FUND FRMDI
525099U ,BGI TOTAL RETURN MULT OPPORTUN
526505U ,AURORA OFFSHORE FUND LTD 2
529872U ,FRM GLOBAL EQUITY FUND SPC
087830S ,IFM AUSTRALIAN INFRASTRUCTURE
414432U ,MACQUARIE GLOBAL INFRASTRUCTUR
511930U ,MACQUARIE GLOBAL INFRASTRUCTUR
511931U ,MACQUARIE GLOBAL INFRASTRUCTUR
541854U ,AUSTRALIAN RETIREMENT FUND (MO
564781U ,UTILITIES TRUST OF AUSTRALIA
2023027,ADMINISTRADORA DE FONDOS DE PE
2158543,CIA SANEAMENTO BASICO DE SAO P
2162038,CONFAB INDUSTRIAL S.A.
2193986,CENTRAIS ELETRICAS DE SANTA CA
2200154,CIA PARANAENSE DE ENERGIA PREF
2217596,CIA CERVECERIAS UNIDAS SA ADR
2222459,CONTROLADORA COMERCIAL MEXICAN
2255110,TATNEFT
2257127,VALE SA
2292775,TELEMIG CELULAR PARTICI-PREF
2421041,GRUPO FINANCIERO BANORTE SAB D
2643674,GRUPO MEXICO SAB DE CV COMMON
2684532,PETROLEO BRASILEIRO SA PREFERE
2804761,MAHANAGAR TELEPHONE NIGAM LTD
2823885,ARCA CONTINENTAL SAB DE CV COM
2834252,BANCO DE CHILE ADR USD
2880385,BRASIL TELECOM PREF
2881689,TELEFONOS DE MEXICO SAB DE CV
3235520,GAIL INDIA LTD GDR USD
4077323,BANK MILLENNIUM SA COMMON STOC
4519449,KOMERCNI BANKA AS COMMON STOCK
5131091,STATE BANK OF INDIA GDR
5263251,KGHM POLSKA MIEDZ SA COMMON ST
5297294,UNIPETROL AS
6005214,ACCTON TECHNOLOGY CORP COMMON
6018085,SKC CO LTD COMMON STOCK KRW 50
6051422,REALTEK SEMICONDUCTOR CORP COM
6075552,BUSAN BANK
6075808,BANK HAPOALIM BM COMMON STOCK
6076425,BANK LEUMI LE-ISRAEL BM COMMON
6084503,SUNPLUS TECHNOLOGY CO LTD COMM
6099585,INDIAN PETROCHEMICALS CORPORAT
6103925,ORANGE EGYPT FOR TELECOMMUNICA
6109677,VANGUARD INTERNATIONAL SEMICON
6129181,GIGABYTE TECHNOLOGY CO LTD COM
6143318,ROLTA INDIA LTD COMMON STOCK I
6161031,KINPO ELECTRONICS COMMON STOCK
6186799,CHIN-POON INDUSTRIAL CO LTD CO
6190239,CHENG LOONG CORP COMMON STOCK
6201421,KT FREETEL CO LTD
6212100,CHROMA ATE INC COMMON STOCK TW
6241513,ELAN MICROELECTRONICS CORP COM
6244675,RHB BANK BHD COMMON STOCK MYR
6249584,DL HOLDINGS CO LTD COMMON STOC
6251200,DAISHIN SECURITIES CO LTD COMM
6270937,DISCOUNT INVESTMENT CORP LTD C
6288190,AU OPTRONICS CORP COMMON STOCK
6290496,TAIWAN MOBILE CO LTD COMMON ST
6290689,REMGRO LTD COMMON STOCK ZAR 0
6291819,CHINA PETROLEUM & CHEMICAL COR
6293989,GREATEK ELECTRONICS INC COMMON
6321954,TRAVELSKY TECHNOLOGY LTD COMMO
6342836,ASTRAL FOODS LTD COMMON STOCK
6350260,NORTHAM PLATINUM LTD COMMON ST
6375780,LS CORP COMMON STOCK KRW 5000
6379232,LITE-ON IT CORP
6383835,MMI HOLDINGS LTD
6397502,SHINHAN FINANCIAL GROUP CO LTD
6425395,ALUMINUM CORP OF CHINA LTD COM
6426008,EVRAZ HIGHVELD STEEL AND VANAD
6431949,CAREER TECHNOLOGY MFG. CO LTD
6443665,HUB POWER CO LTD/THE COMMON ST
6444066,MEGA FINANCIAL HOLDING CO LTD
6451055,HYUNDAI MOTOR CO COMMON STOCK
6456726,IDB HOLDING CORP LTD
6461850,HYUNDAI STEEL CO COMMON STOCK
6492838,KRUNG THAI BANK PCL FOREIGN SH
6494500,SEAH BESTEEL CORP COMMON STOCK
6495730,KOREA ELECTRIC POWER CORP COMM
6497004,OCI CO LTD COMMON STOCK KRW 50
6497888,HYUNDAI SECURITIES CO LTD
6499323,KUMHO PETROCHEMICAL CO LTD COM
6515058,LIBERTY HOLDINGS LTD COMMON ST
6520739,LG ELECTRONICS INC COMMON STOC
6537030,LG CORP COMMON STOCK KRW 5000
6554006,MAGNUM CORP BERHARD
6559335,CHINA TELECOM CORP LTD COMMON
6603061,MOSEL VITELIC INC COMMON STOCK
6621580,NAN YA PLASTICS CORP COMMON ST
6651048,BANK MANDIRI PERSERO TBK PT CO
6676450,ACBEL POLYTECH INC COMMON STOC
6694474,POONGSAN HOLDINGS CORP COMMON
6708256,TAIYEN BIOTECH CO LTD COMMON S
6708289,ALLAHABAD BANK COMMON STOCK IN
6771645,SAMSUNG SDI CO LTD COMMON STOC
6771797,SAMWHAN CORP
6787084,SANYANG MOTOR CO LTD COMMON ST
6870876,TSRC CORP COMMON STOCK TWD 10
6907310,TUNG HO STEEL ENTERPRISE CORP
6910824,UMW HOLDINGS BHD COMMON STOCK
6914967,TAIWAN MASK CORP COMMON STOCK
6923361,UNIVERSAL SCIENTIFIC INDUSTRIA
6984131,WUS PRINTED CIRCUIT CO LTD COM
6988371,SK HOLDINGS CO LTD
B018L76 ,COSCO SHIPPING DEVELOPMENT CO
B019VS0 ,HANA MICORELECTRONICS - FOREIG
B02TWL9 ,LEWIS GROUP LTD COMMON STOCK Z
B030GJ7 ,STANDARD BANK GROUP LTD COMMON
B03MWZ1 ,PETROL OFISI AS
B03MYM2 ,TURK TRAKTOR VE ZIRAAT MAKINEL
B03MYT9 ,TURKIYE PETROL RAFINERILERI AS
B095WZ4 ,IMPERIAL LOGISTICS LTD COMMON
B0B8SB9 ,TANJONG PUBLIC LIMITED COMPANY
B0KS382 ,NAMPAK LTD COMMON STOCK ZAR 5
B0L6750 ,SANLAM LTD COMMON STOCK ZAR 1
B114RK6 ,MMC NORILSK NICKEL PJSC
B16CYP9 ,RELIANCE INDUSTRIES LTD GDR US
6000521,MINCOR RESOURCES NL COMMON STO
6012021,LION SELECTION GROUP
6037079,AUSTRALIAN GAS NETWORKS LTD CO
6076243,BANK OF QUEENSLAND LTD COMMON
6086253,FORTESCUE METALS GROUP LTD COM
6091280,BENDIGO & ADELAIDE BANK LTD CO
6141033,SMORGAN STEEL GROUP LTD
6155733,BURNS PHILP & COMPANY LIMITED
6157988,GREAT SOUTHERN PLANTATIONS LIM
6175388,TIMBERCORP LIMITED
6179250,TELEMEDIA NETWORKS
6183790,GLOUCESTER COAL LTD
6200440,KAGARA LTD COMMON STOCK EUR 0
6231611,BOLNISI GOLD NL
6233639,SIRIUS RESOURCES NL
6248655,SYDNEY GAS LIMITED
6368821,FIRESTONE ENERGY LTD COMMON ST
6375003,MACARTHUR COAL LTD
6378574,BURNS PHILP
6428190,HILLS LTD COMMON STOCK AUD 0
6439567,IGO LTD COMMON STOCK AUD 0
6492731,KINGSGATE CONSOLIDATED LTD COM
6551160,MACMAHON HOLDINGS LTD COMMON S
6571447,SINO GOLD MINING LTD
6575687,FELIX RESOURCES LTD
6605379,MOSAIC OIL NL
6616274,MACQUARIE PROLOGIS TRUST
6668468,PALADIN ENERGY LTD COMMON STOC
6681584,PERILYA LTD COMMON STOCK 0
6684840,PETSEC ENERGY LTD COMMON STOCK
6713131,VILLAGE LIFE LTD
6799517,SKILLED GROUP LTD
6892814,TAP OIL LTD COMMON STOCK USD 0
803628S ,ALLIED MEDICIAL LTD
B04H8G8 ,RESOURCE PACIFIC HOLDINGS LIMI
B0736T2 ,TRANSPACIFIC INDUSTRIES GROUP
B0J6R29 ,ALINTA INFRASTRUCTURE HOLDINGS
B0RR1B1 ,SPARK INFRASTRUCTURE GROUP
B10DQT6 ,IAMGOLD CORPORATION
6248859,B DIGITAL LIMITED
6537182,LUDOWICI LIMITED
6821807,WASHINGTON H SOUL PATTINSON &
087939U ,AMP AUSTRALIAN CORE PROPERTY P
526472U ,GRESHAM PROPERTY MEZZANINE FUN
528033E ,ARF MINCH & PROP
529464U ,ICA PROPERTY DEVELOPMENT FUND
537611U ,MACQUARIE GLOBAL PROPERTY ASIA
541863U ,AUST SUPER PROPERTY PTY LTD
600264U ,ICA PROPERTY DEVELOPMENT FUND
6169400,STAGING CONNECTIONS GROUP LIMI
6198460,COLORADO GROUP LTD
6200246,AGINCOURT RESOURCES LIMITED
6207214,ASG GROUP LTD
6219167,CDS TECHNOLOGIES LTD
6241892,FOREST ENTERPRISES AUSTRALIA L
6287658,CREDIT CORP GROUP LTD COMMON S
6528261,RESOURCE EQUIPMENT LTD
6542056,MCPHERSON'S LTD COMMON STOCK A
6622680,BISALLOY STEEL GROUP LTD COMMO
6624073,POWERTEL LIMITED
B00T062 ,CARDNO LTD COMMON STOCK AUD 0
B00V4V1D,TRANSONIC TRAVEL LTD
B01C7R0 ,SUPER RETAIL GROUP LTD COMMON
B0FRZS8 ,CHALLENGER INFRASTRUCTURE FUND
B0FWFG1 ,CARDNO LTD CONVERTIBLE 27MAY08
B0H72K7 ,VIRIDIS CLEAN ENERGY GROUP
B0MT662 ,REGIONAL EXPRESS HOLDINGS LTD
B0S6G12 ,GLG CORP LTD COMMON STOCK AUD
B163SV6 ,DWS LTD COMMON STOCK AUD 0
6135036,AUCKLAND INTERNATIONAL AIRPORT
B04SF60 ,CENTRO SHOPPING AMERICA TRUST
2801290,ISHARES MSCI EAFE ETF ETP USD
ES0906  ,S&P500 EMINI (CME) FUTURE
16308,SPEEDY HIRE PLC COMMON STOCK G
174239,GCAP MEDIA PLC
180366,CATTLES
195207,CHLORIDE GROUP LTD
329459,FKI
345217,FIRSTGROUP PLC COMMON STOCK GB
520337,JLT GROUP HOLDINGS LTD COMMON
720483,RADSTONE TECHNOLOGY
798112,SSL INTERNATIONAL PLC
912332,ULTRA ELECTRONICS HOLDINGS PLC
988742,SYNTHOMER PLC COMMON STOCK GBP
2007559,ADPT CORP
2018669,MAXIMUS INC COMMON STOCK USD 0
2024882,ARMOR HOLDINGS INC
2060392,ASYST TECHNOLOGIES INC
2066624,ARIAD PHARMACEUTICALS INC
2090247,WHEELING-PITTSBURGH CORPORATIO
2099987,BISYS GROUP
2111579,OSI SYSTEMS INC COMMON STOCK U
2134781,UNITED RENTALS INC COMMON STOC
2162340,COTERRA ENERGY INC COMMON STOC
2177504,CARPENTER TECHNOLOGY CORP COMM
2187741,CHARMING SHOPPES INC
2188250,SYMBION INC
2202439,CLAYTON WILLIAMS ENERGY INC
2202707,CLEVELAND-CLIFFS INC COMMON ST
2209634,AMERICAN HOME MORTGAGE INVESTM
2232975,CREDENCE SYSTEMS C
2241744,CV THERAPEUTICS INC
2257763,GILDAN ACTIVEWEAR INC COMMON S
2341161,FIRSTFED FINANCIAL CORP
2341547,FIRST REPUBLIC BANK
2347608,FIRST QUANTUM MINERALS LTD COM
2390817,GRAY TELEVISION INC COMMON STO
2400426,HCC INSURANCE HOLDINGS INC
2402121,NUANCE COMMUNICATIONS INC COMM
2413242,CELERA GENOMICS GRP - APPLER
2418162,MFA FINANCIAL INC
2429766,HUMAN GENOME SCIENCES
2431095,SPATIALIGHT INC
2432388,JUPITERMEDIA CORP
2433671,YANKEE CANDLE INC
2442730,24/7 REAL MEDIA INC
2449054,HUTCHINSON TECHNOLOGY INC
2453260,EMERGIS INC
2458878,BLACKBAUD INC COMMON STOCK USD
2471950,INCYTE CORP COMMON STOCK USD 0
2474595,JLG INDUSTRIES INC
2475491,IMATION CORP
2478478,JDA SOFTWARE GROUP
2483977,KANSAS CITY LIFE INSURANCE CO
2484895,KFX INC
2484914,BLOUNT INTERNATIONAL INC
2503314,LANCE INC
2541905,DUNDEE WEALTH MANAGEMENT INC
2566317,MARITRANS INC
2566522,ACADIA REALTY TRUST REIT USD 0
2576941,EXELIXIS INC COMMON STOCK USD
2614443,ARENA PHARMACEUTICALS INC COMM
2617486,CORNERSTONE BUILDING BRANDS IN
2618638,HERSHA HOSPITALITY TRUST
2627827,NBTY INC
2639361,GRUPO AEROPORTUARIO DEL SUREST
2673024,PARKERVISION INC
2675956,ENERGY PARTNERS LTD
2678654,ARRAY BIOPHARMA INC COMMON STO
2693011,POLYMEDICA CORP
2702865,PFF BANCORP INC
2714600,RAILPOWER TECHNOLOGIES CORP
2730327,REGIS CORP COMMON STOCK USD 0.
2733586,REYNOLDS & REYNOLDS CO
2739227,ENCORE ACQUISITION CO
2748881,DR REDDY'S LABORATORIES LTD AD
2750756,RENTECH INC
2781381,AMSURG CORP
2803649,SEACHANGE INTERNATIONAL INC CO
2804158,SHERRITT INTERNATIONAL CORP CO
2809250,SIMPSON MANUFACTURING CO INC C
2818450,SYNTROLEUM CORPORATION
2821298,SCHNITZER STEEL INDUSTRIES INC
2833505,DUNDEE REAL ESTATE INVESTMENT
2853042,STANDARD PACIFIC CORP
2854885,LIN TV CORP
2878670,ENCYSIVE PHARMACEUTICALS INC
2882110,EFJ INC
2884224,TEREX CORP COMMON STOCK USD 0.
2892380,TIMBERLAND CO
2906719,GRAFTECH INTERNATIONAL LTD
2958516,PLATINUM UNDERWRITERS HOLDINGS
2965107,NASDAQ INC COMMON STOCK USD 0.
2966155,ROTECH HEALTHCARE INC
3172973,VT GROUP PLC
3305672,BENFIELD GROUP LTD
3356313,WOLFSON MICROELECTRONICS PLC
3414738,CSR LTD/UNITED KINGDOM COMMON
4205351,ELLAKTOR SA COMMON STOCK EUR 0
4419011,BREMBO SPA COMMON STOCK EUR 0
4535296,AWD HOLDINGS AG
4557104,GEA GROUP AG COMMON STOCK EUR
4562294,SOITEC COMMON STOCK EUR 2
4818351,SGL CARBON SE COMMON STOCK EUR
5117381,BILFINGER SE COMMON STOCK EUR
5250640,ORDINA NV COMMON STOCK EUR 0.1
5342387,MUNTERS AB
5456233,CEGEDIM SA COMMON STOCK EUR 0.
5695423,ELMOS SEMICONDUCTOR SE COMMON
5700479,PIERRE ET VACANCES SA COMMON S
5720273,MLP SE COMMON STOCK EUR 0
5729418,PERMASTEELISA SPA
5732825,QIAGEN NV COMMON STOCK USD 0.0
5968006,VP BANK AG
6021492,AIPHONE CO LTD COMMON STOCK JP
6041122,AFRICAN RAINBOW MINERALS LTD C
6070353,BELLUNA CO LTD COMMON STOCK JP
6113311,BANGKOK EXPRESSWAY PCL FOREIGN
6133687,ARGO GRAPHICS INC COMMON STOCK
6136749,OBIC CO LTD COMMON STOCK JPY
6149457,KOBAYASHI PHARMACEUTICAL CO LT
6163286,COCA-COLA BOTTLERS JAPAN HOLDI
6171494,USS CO LTD COMMON STOCK JPY
6174620,OBIC BUSINESS CONSULTANTS CO L
6190648,KEIYO BANK LTD/THE COMMON STOC
6192774,CHOFU SEISAKUSHO CO LTD COMMON
6196550,AICHI BANK LTD/THE COMMON STOC
6208422,BEIJING CAPITAL INTERNATIONAL
6268921,DIAMOND CITY CO
6269708,GOODPACK LTD
6270948,DISCO CORP COMMON STOCK JPY
6289784,CAWACHI LTD COMMON STOCK JPY
6315407,MEC CO LTD COMMON STOCK JPY
6356387,FUJI FIRE & MARINE INSURANCE C
6368768,PANASONIC INFORMATION SYSTEMS
6401599,HALLA CORP COMMON STOCK KRW 50
6405245,ARNEST ONE CORP
6405870,HAMAMATSU PHOTONICS KK COMMON
6436126,YTL CORP BHD COMMON STOCK MYR
6439040,HOGY MEDICAL CO LTD COMMON STO
6439493,SEOUL SEMICONDUCTOR CO LTD COM
6565031,TAKEUCHI MANUFACTURING CO LTD
6572581,MATSUMOTOKIYOSHI CO
6579010,SINOTRANS LTD COMMON STOCK HKD
6583851,MINISTOP CO LTD COMMON STOCK J
6586117,MILBON CO LTD COMMON STOCK JPY
6598004,MOCHIDA PHARMACEUTICAL CO LTD
6602604,MORINAGA & CO LTD/JAPAN COMMON
